00/00/0000, 00:00:00, Master Init Complete
12/11/2012, 12:20:30, Note,4
12/11/2012, 12:20:31, Note,4
12/11/2012, 12:20:31, Note,4
12/11/2012, 12:20:33, Note,4
12/11/2012, 12:20:34, Note,4
12/11/2012, 12:20:34, Note,4
12/11/2012, 12:20:35, Note,4
12/11/2012, 12:20:35, Note,4
12/11/2012, 12:20:35, Note,4
12/11/2012, 12:20:35, Note,4
12/11/2012, 12:20:36, Note,4
12/11/2012, 12:20:36, Note,4
12/11/2012, 12:20:36, Note,4
12/11/2012, 12:20:36, Note,4
12/11/2012, 12:20:36, Note,4
12/11/2012, 12:20:37, Note,4
12/11/2012, 12:20:38, Note,4
12/11/2012, 12:20:39, Note,4
12/11/2012, 12:20:40, Note,4
12/11/2012, 12:20:40, Note,4
12/11/2012, 12:20:40, Note,4
12/11/2012, 12:20:40, Note,4
12/11/2012, 12:20:42, Note,1
12/11/2012, 12:20:42, Note,1
12/11/2012, 12:20:42, Note,4
12/11/2012, 12:20:43, Note,4
12/11/2012, 12:20:44, Note,4
12/11/2012, 12:20:45, Note,4
12/11/2012, 12:20:45, Note,1
12/11/2012, 12:20:45, Note,5
12/11/2012, 12:20:45, Note,4
12/11/2012, 12:20:46, Note,4
12/11/2012, 12:20:47, Note,4
12/11/2012, 12:20:47, Note,1
12/11/2012, 12:20:49, Note,4
12/11/2012, 12:20:49, Note,1
12/11/2012, 12:20:49, Note,4
12/11/2012, 12:20:52, Note,1
12/11/2012, 12:20:52, Note,1
12/11/2012, 12:20:52, Note,4
12/11/2012, 12:20:52, Note,4
12/11/2012, 12:20:53, Note,4
12/11/2012, 12:20:53, Note,1
12/11/2012, 12:20:54, Note,4
12/11/2012, 12:20:54, Note,4
12/11/2012, 12:20:54, Note,4
12/11/2012, 12:20:54, Note,4
12/11/2012, 12:20:54, Note,4
12/11/2012, 12:20:55, Note,4
12/11/2012, 12:20:55, Note,5
12/11/2012, 12:20:55, Note,4
12/11/2012, 12:20:55, Note,4
12/11/2012, 12:20:56, Note,1
12/11/2012, 12:20:56, Note,4
12/11/2012, 12:20:56, Note,4
12/11/2012, 12:20:56, Note,4
12/11/2012, 12:20:56, Note,1
12/11/2012, 12:20:57, Note,4
12/11/2012, 12:20:57, Note,4
12/11/2012, 12:20:57, Note,4
12/11/2012, 12:20:58, Note,1
12/11/2012, 12:20:58, Note,4
12/11/2012, 12:20:58, Note,4
12/11/2012, 12:20:59, Note,4
12/11/2012, 12:20:59, Note,4
12/11/2012, 12:21:00, Note,4
12/11/2012, 12:21:00, Note,4
12/11/2012, 12:21:00, Note,4
12/11/2012, 12:21:01, Note,4
12/11/2012, 12:21:02, Note,4
12/11/2012, 12:21:02, Note,4
12/11/2012, 12:21:02, Note,1
12/11/2012, 12:21:03, Note,1
12/11/2012, 12:21:04, Note,1
12/11/2012, 12:21:06, Note,1
12/11/2012, 12:21:06, Note,4
12/11/2012, 12:21:06, Note,1
12/11/2012, 12:21:08, Note,4
12/11/2012, 12:21:08, Note,1
12/11/2012, 12:21:09, Note,1
12/11/2012, 12:21:10, Note,4
12/11/2012, 12:21:10, Note,5
12/11/2012, 12:21:10, Note,4
12/11/2012, 12:21:12, Note,1
12/11/2012, 12:21:12, Note,1
12/11/2012, 12:21:13, Note,1
12/11/2012, 12:21:15, Note,4
12/11/2012, 12:21:15, Note,1
12/11/2012, 12:21:15, Note,4
12/11/2012, 12:21:16, Note,4
12/11/2012, 12:21:16, Note,4
12/11/2012, 12:21:16, Note,4
12/11/2012, 12:21:17, Note,4
12/11/2012, 12:21:18, Note,1
12/11/2012, 12:21:18, Note,5
12/11/2012, 12:21:19, Note,4
12/11/2012, 12:21:19, Note,4
12/11/2012, 12:21:20, Note,4
12/11/2012, 12:21:20, Note,4
12/11/2012, 12:21:20, Note,4
12/11/2012, 12:21:20, Note,4
12/11/2012, 12:21:21, Note,4
12/11/2012, 12:21:21, Note,1
12/11/2012, 12:21:21, Note,4
12/11/2012, 12:21:21, Note,4
12/11/2012, 12:21:22, Note,4
12/11/2012, 12:21:22, Note,4
12/11/2012, 12:21:22, Note,4
12/11/2012, 12:21:22, Note,4
12/11/2012, 12:21:23, Note,4
12/11/2012, 12:21:23, Note,4
12/11/2012, 12:21:24, Note,4
12/11/2012, 12:21:24, Note,4
12/11/2012, 12:21:25, Note,1
12/11/2012, 12:21:25, Note,1
12/11/2012, 12:21:25, Note,4
12/11/2012, 12:21:26, Note,4
12/11/2012, 12:21:26, Note,4
12/11/2012, 12:21:27, Note,4
12/11/2012, 12:21:27, Note,4
12/11/2012, 12:21:27, Note,4
12/11/2012, 12:21:28, Note,4
12/11/2012, 12:21:29, Note,1
12/11/2012, 12:21:29, Note,4
12/11/2012, 12:21:30, Note,4
12/11/2012, 12:21:30, Note,4
12/11/2012, 12:21:30, Note,5
12/11/2012, 12:21:31, Note,4
12/11/2012, 12:21:31, Note,1
12/11/2012, 12:21:32, Note,4
12/11/2012, 12:21:33, Note,4
12/11/2012, 12:21:33, Note,4
12/11/2012, 12:21:34, Note,4
12/11/2012, 12:21:34, Note,4
12/11/2012, 12:21:35, Note,4
12/11/2012, 12:21:35, Note,4
12/11/2012, 12:21:35, Note,5
12/11/2012, 12:21:35, Note,4
12/11/2012, 12:21:36, Note,4
12/11/2012, 12:21:36, Note,5
12/11/2012, 12:21:36, Note,1
12/11/2012, 12:21:36, Note,1
12/11/2012, 12:21:37, Note,1
12/11/2012, 12:21:37, Note,1
12/11/2012, 12:21:38, Note,4
12/11/2012, 12:21:38, Note,4
12/11/2012, 12:21:38, Note,4
12/11/2012, 12:21:38, Note,4
12/11/2012, 12:21:39, Note,4
12/11/2012, 12:21:39, Note,4
12/11/2012, 12:21:40, Note,1
12/11/2012, 12:21:40, Note,1
12/11/2012, 12:21:40, Note,4
12/11/2012, 12:21:40, Note,4
12/11/2012, 12:21:41, Note,4
12/11/2012, 12:21:42, Note,4
12/11/2012, 12:21:42, Note,1
12/11/2012, 12:21:42, Note,4
12/11/2012, 12:21:43, Note,4
12/11/2012, 12:21:44, Note,4
12/11/2012, 12:21:44, Note,4
12/11/2012, 12:21:44, Note,1
12/11/2012, 12:21:45, Note,1
12/11/2012, 12:21:45, Note,4
12/11/2012, 12:21:45, Note,1
12/11/2012, 12:21:46, Note,1
12/11/2012, 12:21:46, Note,1
12/11/2012, 12:21:46, Note,4
12/11/2012, 12:21:47, Note,4
12/11/2012, 12:21:47, Note,4
12/11/2012, 12:21:47, Note,4
12/11/2012, 12:21:49, Note,1
12/11/2012, 12:21:50, Note,4
12/11/2012, 12:21:51, Note,4
12/11/2012, 12:21:52, Note,4
12/11/2012, 12:21:52, Note,4
12/11/2012, 12:21:53, Note,1
12/11/2012, 12:21:53, Note,1
12/11/2012, 12:21:54, Note,4
12/11/2012, 12:21:54, Note,4
12/11/2012, 12:21:55, Note,4
12/11/2012, 12:21:55, Note,4
12/11/2012, 12:21:56, Note,4
12/11/2012, 12:21:57, Note,4
12/11/2012, 12:21:57, Note,4
12/11/2012, 12:21:57, Note,1
12/11/2012, 12:21:58, Note,4
12/11/2012, 12:22:01, Note,4
12/11/2012, 12:22:01, Note,1
12/11/2012, 12:22:02, Note,4
12/11/2012, 12:22:03, Note,1
12/11/2012, 12:22:03, Note,1
12/11/2012, 12:22:03, Note,4
12/11/2012, 12:22:03, Note,1
12/11/2012, 12:22:03, Note,4
12/11/2012, 12:22:03, Note,4
12/11/2012, 12:22:04, Note,1
12/11/2012, 12:22:05, Note,4
12/11/2012, 12:22:05, Note,4
12/11/2012, 12:22:06, Note,4
12/11/2012, 12:22:06, Note,4
12/11/2012, 12:22:07, Note,4
12/11/2012, 12:22:07, Note,4
12/11/2012, 12:22:08, Note,4
12/11/2012, 12:22:08, Note,1
12/11/2012, 12:22:09, Note,4
12/11/2012, 12:22:10, Note,4
12/11/2012, 12:22:10, Note,4
12/11/2012, 12:22:10, Note,4
12/11/2012, 12:22:10, Note,1
12/11/2012, 12:22:10, Note,4
12/11/2012, 12:22:11, Note,4
12/11/2012, 12:22:13, Note,1
12/11/2012, 12:22:14, Note,4
12/11/2012, 12:22:14, Note,1
12/11/2012, 12:22:15, Note,4
12/11/2012, 12:22:15, Note,4
12/11/2012, 12:22:16, Note,1
12/11/2012, 12:22:16, Note,4
12/11/2012, 12:22:16, Note,4
12/11/2012, 12:22:16, Note,4
12/11/2012, 12:22:17, Note,4
12/11/2012, 12:22:17, Note,4
12/11/2012, 12:22:17, Note,4
12/11/2012, 12:22:17, Note,4
12/11/2012, 12:22:17, Note,4
12/11/2012, 12:22:18, Note,1
12/11/2012, 12:22:18, Note,4
12/11/2012, 12:22:19, Note,4
12/11/2012, 12:22:19, Note,4
12/11/2012, 12:22:19, Note,4
12/11/2012, 12:22:19, Note,4
12/11/2012, 12:22:19, Note,4
12/11/2012, 12:22:20, Note,1
12/11/2012, 12:22:21, Note,1
12/11/2012, 12:22:22, Note,4
12/11/2012, 12:22:23, Note,4
12/11/2012, 12:22:23, Note,4
12/11/2012, 12:22:23, Note,4
12/11/2012, 12:22:24, Note,4
12/11/2012, 12:22:24, Note,4
12/11/2012, 12:22:25, Note,4
12/11/2012, 12:22:25, Note,4
12/11/2012, 12:22:25, Note,4
12/11/2012, 12:22:26, Note,4
12/11/2012, 12:22:26, Note,4
12/11/2012, 12:22:26, Note,4
12/11/2012, 12:22:26, Note,4
12/11/2012, 12:22:27, Note,4
12/11/2012, 12:22:27, Note,1
12/11/2012, 12:22:29, Note,1
12/11/2012, 12:22:29, Note,4
12/11/2012, 12:22:29, Note,4
12/11/2012, 12:22:29, Note,5
12/11/2012, 12:22:29, Note,5
12/11/2012, 12:22:30, Note,4
12/11/2012, 12:22:30, Note,1
12/11/2012, 12:22:30, Note,4
12/11/2012, 12:22:30, Note,4
12/11/2012, 12:22:30, Note,4
12/11/2012, 12:22:30, Note,4
12/11/2012, 12:22:31, Note,4
12/11/2012, 12:22:31, Note,1
12/11/2012, 12:22:31, Note,1
12/11/2012, 12:22:32, Note,4
12/11/2012, 12:22:32, Note,1
12/11/2012, 12:22:33, Note,4
12/11/2012, 12:22:33, Note,4
12/11/2012, 12:22:34, Note,4
12/11/2012, 12:22:34, Note,4
12/11/2012, 12:22:34, Note,4
12/11/2012, 12:22:34, Note,4
12/11/2012, 12:22:34, Note,4
12/11/2012, 12:22:35, Note,4
12/11/2012, 12:22:35, Note,4
12/11/2012, 12:22:36, Note,1
12/11/2012, 12:22:36, Note,4
12/11/2012, 12:22:36, Note,1
12/11/2012, 12:22:37, Note,4
12/11/2012, 12:22:38, Note,4
12/11/2012, 12:22:38, Note,4
12/11/2012, 12:22:39, Note,4
12/11/2012, 12:22:39, Note,4
12/11/2012, 12:22:40, Note,4
12/11/2012, 12:22:43, Note,1
12/11/2012, 12:22:43, Note,5
12/11/2012, 12:22:43, Note,1
12/11/2012, 12:22:44, Note,4
12/11/2012, 12:22:44, Note,1
12/11/2012, 12:22:44, Note,1
12/11/2012, 12:22:45, Note,4
12/11/2012, 12:22:45, Note,4
12/11/2012, 12:22:45, Note,4
12/11/2012, 12:22:45, Note,4
12/11/2012, 12:22:46, Note,1
12/11/2012, 12:22:46, Note,1
12/11/2012, 12:22:47, Note,1
12/11/2012, 12:22:47, Note,4
12/11/2012, 12:22:48, Note,4
12/11/2012, 12:22:48, Note,4
12/11/2012, 12:22:48, Note,1
12/11/2012, 12:22:48, Note,4
12/11/2012, 12:22:48, Note,1
12/11/2012, 12:22:49, Note,4
12/11/2012, 12:22:49, Note,4
12/11/2012, 12:22:49, Note,4
12/11/2012, 12:22:51, Note,4
12/11/2012, 12:22:51, Note,4
12/11/2012, 12:22:51, Note,4
12/11/2012, 12:22:52, Note,4
12/11/2012, 12:22:52, Note,4
12/11/2012, 12:22:52, Note,4
12/11/2012, 12:22:53, Note,4
12/11/2012, 12:22:54, Note,1
12/11/2012, 12:22:55, Note,4
12/11/2012, 12:22:56, Note,4
12/11/2012, 12:22:57, Note,4
12/11/2012, 12:22:58, Note,1
12/11/2012, 12:22:58, Note,4
12/11/2012, 12:22:58, Note,4
12/11/2012, 12:22:59, Note,4
12/11/2012, 12:22:59, Note,4
12/11/2012, 12:22:59, Note,4
12/11/2012, 12:22:59, Note,4
12/11/2012, 12:22:59, Note,1
12/11/2012, 12:23:00, Note,4
12/11/2012, 12:23:00, Note,1
12/11/2012, 12:23:00, Note,4
12/11/2012, 12:23:00, Note,4
12/11/2012, 12:23:02, Note,4
12/11/2012, 12:23:02, Note,4
12/11/2012, 12:23:02, Note,4
12/11/2012, 12:23:02, Note,4
12/11/2012, 12:23:03, Note,4
12/11/2012, 12:23:03, Note,4
12/11/2012, 12:23:03, Note,4
12/11/2012, 12:23:04, Note,4
12/11/2012, 12:23:04, Note,4
12/11/2012, 12:23:05, Note,4
12/11/2012, 12:23:06, Note,1
12/11/2012, 12:23:06, Note,1
12/11/2012, 12:23:06, Note,4
12/11/2012, 12:23:06, Note,4
12/11/2012, 12:23:06, Note,4
12/11/2012, 12:23:07, Note,4
12/11/2012, 12:23:07, Note,4
12/11/2012, 12:23:07, Note,1
12/11/2012, 12:23:07, Note,4
12/11/2012, 12:23:07, Note,4
12/11/2012, 12:23:07, Note,4
12/11/2012, 12:23:08, Note,4
12/11/2012, 12:23:08, Note,4
12/11/2012, 12:23:09, Note,4
12/11/2012, 12:23:09, Note,4
12/11/2012, 12:23:10, Note,4
12/11/2012, 12:23:10, Note,4
12/11/2012, 12:23:10, Note,4
12/11/2012, 12:23:11, Note,4
12/11/2012, 12:23:11, Note,1
12/11/2012, 12:23:11, Note,4
12/11/2012, 12:23:11, Note,4
12/11/2012, 12:23:11, Note,4
12/11/2012, 12:23:12, Note,4
12/11/2012, 12:23:12, Note,1
12/11/2012, 12:23:12, Note,4
12/11/2012, 12:23:13, Note,1
12/11/2012, 12:23:14, Note,4
12/11/2012, 12:23:14, Note,4
12/11/2012, 12:23:14, Note,1
12/11/2012, 12:23:15, Note,4
12/11/2012, 12:23:15, Note,4
12/11/2012, 12:23:15, Note,4
12/11/2012, 12:23:16, Note,4
12/11/2012, 12:23:17, Note,4
12/11/2012, 12:23:17, Note,4
12/11/2012, 12:23:18, Note,4
12/11/2012, 12:23:20, Note,4
12/11/2012, 12:23:20, Note,4
12/11/2012, 12:23:20, Note,4
12/11/2012, 12:23:21, Note,4
12/11/2012, 12:23:21, Note,1
12/11/2012, 12:23:21, Note,4
12/11/2012, 12:23:22, Note,4
12/11/2012, 12:23:22, Note,4
12/11/2012, 12:23:22, Note,1
12/11/2012, 12:23:22, Note,4
12/11/2012, 12:23:23, Note,4
12/11/2012, 12:23:23, Note,4
12/11/2012, 12:23:23, Note,5
12/11/2012, 12:23:23, Note,4
12/11/2012, 12:23:24, Note,4
12/11/2012, 12:23:24, Note,4
12/11/2012, 12:23:25, Note,4
12/11/2012, 12:23:25, Note,1
12/11/2012, 12:23:25, Note,1
12/11/2012, 12:23:25, Note,4
12/11/2012, 12:23:25, Note,1
12/11/2012, 12:23:25, Note,4
12/11/2012, 12:23:26, Note,8
12/11/2012, 12:23:26, Note,1
12/11/2012, 12:23:27, Note,4
12/11/2012, 12:23:27, Note,7
12/11/2012, 12:23:27, Note,4
12/11/2012, 12:23:28, Note,6
12/11/2012, 12:23:28, Note,8
12/11/2012, 12:23:28, Note,8
12/11/2012, 12:23:28, Note,1
12/11/2012, 12:23:28, Note,6
12/11/2012, 12:23:29, Note,8
12/11/2012, 12:23:29, Note,4
12/11/2012, 12:23:29, Note,6
12/11/2012, 12:23:29, Note,4
12/11/2012, 12:23:29, Note,7
12/11/2012, 12:23:29, Note,4
12/11/2012, 12:23:30, Note,5
12/11/2012, 12:23:30, Note,6
12/11/2012, 12:23:30, Note,4
12/11/2012, 12:23:30, Note,4
12/11/2012, 12:23:30, Note,4
12/11/2012, 12:23:30, Note,6
12/11/2012, 12:23:30, Note,4
12/11/2012, 12:23:30, Note,7
12/11/2012, 12:23:31, Note,4
12/11/2012, 12:23:31, Note,7
12/11/2012, 12:23:31, Note,5
12/11/2012, 12:23:31, Note,5
12/11/2012, 12:23:31, Note,1
12/11/2012, 12:23:31, Note,4
12/11/2012, 12:23:31, Note,6
12/11/2012, 12:23:31, Note,4
12/11/2012, 12:23:31, Note,4
12/11/2012, 12:23:31, Note,3
12/11/2012, 12:23:32, Note,4
12/11/2012, 12:23:32, Note,1
12/11/2012, 12:23:32, Note,5
12/11/2012, 12:23:32, Note,4
12/11/2012, 12:23:33, Note,4
12/11/2012, 12:23:33, Note,6
12/11/2012, 12:23:33, Note,4
12/11/2012, 12:23:33, Note,7
12/11/2012, 12:23:33, Note,4
12/11/2012, 12:23:33, Note,8
12/11/2012, 12:23:34, Note,4
12/11/2012, 12:23:34, Note,7
12/11/2012, 12:23:34, Note,5
12/11/2012, 12:23:34, Note,2
12/11/2012, 12:23:34, Note,1
12/11/2012, 12:23:34, Note,4
12/11/2012, 12:23:34, Note,1
